iter	Logloss
0	0.6120883118
1	0.5457839079
2	0.4682382272
3	0.4227431483
4	0.3866907161
5	0.3609497169
6	0.3355258852
7	0.308816394
8	0.2894746643
9	0.275759955
10	0.2614272282
11	0.2511421276
12	0.242096094
13	0.232304908
14	0.2264400735
15	0.2175956283
16	0.2076933646
17	0.2018391998
18	0.1926839962
19	0.1892525903
20	0.184508513
21	0.1807330232
22	0.1768784858
23	0.1739715344
24	0.1715405289
25	0.1691186319
26	0.1669288046
27	0.1655052926
28	0.1638323419
29	0.1611011307
30	0.1598815473
31	0.1578901859
32	0.1562132654
33	0.1545970368
34	0.1527466271
35	0.1517535479
36	0.1501834045
37	0.1477471736
38	0.1468119422
39	0.145332867
40	0.1436508717
41	0.1425364627
42	0.1418031576
43	0.1405686236
44	0.1400909101
45	0.1393178989
46	0.1384322311
47	0.1376729955
48	0.1370677937
49	0.1364020404
50	0.1356471692
51	0.1343750189
52	0.1339777822
53	0.1323006768
54	0.1318524178
55	0.1314177051
56	0.1307800474
57	0.1301135089
58	0.1297423473
59	0.1293858474
60	0.1289328211
61	0.1285302333
62	0.1276019601
63	0.1262362686
64	0.1256375537
65	0.1252746223
66	0.1247305128
67	0.1243450308
68	0.1238162027
69	0.1234223905
70	0.122866706
71	0.1226567096
72	0.1222510267
73	0.1219487362
74	0.1212887134
75	0.1207970584
76	0.1200343721
77	0.119490796
78	0.1191130112
79	0.1188046502
80	0.118551701
81	0.1181011919
82	0.1169034474
83	0.1164082536
84	0.1160827064
85	0.1157139671
86	0.1155008921
87	0.1151192143
88	0.1146815731
89	0.1141784971
90	0.1139943642
91	0.1136056966
92	0.1131477944
93	0.1129731857
94	0.1124822862
95	0.112314146
96	0.1113813269
97	0.1109613737
98	0.1106993866
99	0.1104308284
100	0.1102177374
101	0.1100110415
102	0.1097650942
103	0.1095077644
104	0.1093273769
105	0.1090538529
106	0.1088107322
107	0.108506509
108	0.1083252374
109	0.1080580329
110	0.1076761163
111	0.1073418521
112	0.106998671
113	0.1068378742
114	0.1065969062
115	0.1064718095
116	0.1062627035
117	0.1059060204
118	0.105588809
119	0.1053302875
120	0.1051526463
121	0.1050174509
